company_name,salary,year,edu,job_name,pos_count,salary_lower,salary_upper,city
Company 00478,22.5,5+ years,Bachelor degree,Role 00168,3,15,30,Chengdu
Company 00483,10.0,3-5 years,Bachelor degree,Role 00075,1,8,12,Chengdu
Company 00484,22.5,5+ years,Bachelor degree,Role 00176,6,15,30,Chengdu
Company 00485,11.5,3-5 years,Bachelor degree,Role 00177,5,9,14,Chengdu
Company 00234,10.5,5+ years,Education not specified,Role 00075,2,8,13,Chengdu
Company 00121,12.5,3-5 years,Bachelor degree,Role 00178,3,10,15,Chengdu
Company 00476,11.0,3-5 years,Bachelor degree,Role 00075,2,10,12,Chengdu
Company 00486,9.5,1-3 years,Associate degree,Role 00075,1,8,11,Chengdu
Company 00487,12.5,3-5 years,Bachelor degree,Role 00075,2,10,15,Chengdu
Company 00123,12.5,3-5 years,Bachelor degree,Role 00075,3,10,15,Chengdu
Company 00088,27.5,3-5 years,Bachelor degree,Role 00179,5,20,35,Chengdu
Company 00488,10.0,3-5 years,Bachelor degree,Role 00075,4,8,12,Chengdu
Company 00121,12.5,3-5 years,Associate degree,Role 00180,5,10,15,Chengdu
Company 00008,22.5,5+ years,Bachelor degree,Role 00075,3,20,25,Chengdu
Company 00275,20.0,Less than 1 year,Bachelor degree,Role 00204,5,15,25,Chengdu
Company 00489,8.5,1-3 years,Bachelor degree,Role 00181,2,7,10,Chengdu
Company 00135,22.5,3-5 years,Bachelor degree,Role 00168,2,15,30,Chengdu
Company 00490,15.0,5+ years,Bachelor degree,Role 00168,1,12,18,Chengdu
Company 00474,16.0,5+ years,Bachelor degree,Role 00075,1,12,20,Chengdu
Company 00491,10.0,3-5 years,Associate degree,Role 00075,1,8,12,Chengdu
Company 00492,9.0,1-3 years,Bachelor degree,Role 00075,1,8,10,Chengdu
Company 00493,27.5,5+ years,Bachelor degree,Role 00168,3,20,35,Chengdu
Company 00494,12.5,3-5 years,Bachelor degree,Role 00075,4,10,15,Chengdu
Company 00121,16.0,3-5 years,Bachelor degree,Role 00182,2,12,20,Chengdu
Company 00088,26.5,3-5 years,Bachelor degree,Role 00183,3,18,35,Chengdu
Company 00495,5.5,3-5 years,Associate degree,Role 00075,4,5,6,Chengdu
Company 00496,12.5,3-5 years,Bachelor degree,Role 00075,6,10,15,Chengdu
Company 00497,12.5,3-5 years,Bachelor degree,Role 00075,6,10,15,Chengdu
Company 00126,16.5,1-3 years,Bachelor degree,Role 00075,5,13,20,Chengdu
Company 00498,10.0,1-3 years,Bachelor degree,Role 01524,1,8,12,Chengdu
Company 00499,22.5,5+ years,Bachelor degree,Role 00075,4,15,30,Chengdu
Company 00201,21.5,3-5 years,Bachelor degree,Role 00185,6,18,25,Chengdu
Company 00020,16.0,1-3 years,Bachelor degree,Role 00186,3,12,20,Chengdu
Company 00452,16.0,3-5 years,Bachelor degree,Role 00173,4,12,20,Chengdu
Company 00014,22.5,3-5 years,Associate degree,Role 00187,4,15,30,Chengdu
Company 00500,7.5,Experience not required,Associate degree,Role 00188,1,5,10,Chengdu
Company 00088,22.5,5+ years,Bachelor degree,Role 00189,1,15,30,Chengdu
Company 00501,6.5,1-3 years,Bachelor degree,Role 00075,5,5,8,Chengdu
Company 00147,20.0,Experience not required,Education not specified,Role 00190,6,15,25,Chengdu
Company 00154,12.5,5+ years,Bachelor degree,Role 00168,4,10,15,Chengdu
Company 00502,12.5,3-5 years,Bachelor degree,Role 00075,3,10,15,Chengdu
Company 00503,12.0,5+ years,Bachelor degree,Role 00075,4,8,16,Chengdu
Company 00504,9.5,3-5 years,Associate degree,Role 00075,4,7,12,Chengdu
Company 00505,15.0,3-5 years,Bachelor degree,Role 00075,1,10,20,Chengdu
Company 00122,7.0,Fresh graduate,Associate degree,Role 00188,6,6,8,Chengdu
Company 00506,7.0,1-3 years,Bachelor degree,Role 00075,2,6,8,Chengdu
Company 00507,8.5,3-5 years,Bachelor degree,Role 00075,3,7,10,Chengdu
Company 00508,22.5,5+ years,Bachelor degree,Role 00168,3,20,25,Chengdu
Company 00509,7.0,Experience not required,Associate degree,Role 00188,2,6,8,Chengdu
Company 00510,10.5,Experience not required,Bachelor degree,Role 00075,2,8,13,Chengdu
Company 00032,15.0,3-5 years,Bachelor degree,Role 00075,2,12,18,Chengdu
Company 00486,12.0,3-5 years,Associate degree,Role 00075,2,10,14,Chengdu
Company 00178,15.0,3-5 years,Bachelor degree,Role 00191,5,12,18,Chengdu
Company 00511,12.5,1-3 years,Associate degree,Role 00192,5,10,15,Chengdu
Company 00512,8.5,3-5 years,Bachelor degree,Role 00075,5,7,10,Chengdu
Company 00513,9.0,Experience not required,Associate degree,Role 00075,3,8,10,Chengdu
Company 00514,15.5,3-5 years,Bachelor degree,Role 00168,6,13,18,Chengdu
Company 00515,20.0,5+ years,Bachelor degree,Role 00168,3,15,25,Chengdu
Company 00324,12.5,3-5 years,Bachelor degree,Role 00075,2,10,15,Chengdu
Company 00458,9.5,3-5 years,Associate degree,Role 00193,3,7,12,Chengdu
Company 00075,22.5,5+ years,Bachelor degree,Role 00075,6,15,30,Chengdu
Company 00357,10.0,3-5 years,Bachelor degree,Role 00073,1,8,12,Chengdu
Company 00516,5.5,Experience not required,Education not specified,Role 00073,2,5,6,Chengdu
Company 00517,10.5,3-5 years,Associate degree,Role 00188,4,8,13,Chengdu
Company 00458,10.0,1-3 years,Bachelor degree,Role 01525,3,8,12,Chengdu
Company 00518,10.5,1-3 years,Associate degree,Role 00188,2,8,13,Chengdu
Company 00519,7.0,1-3 years,Associate degree,Role 00204,6,5,9,Chengdu
Company 00520,7.5,Experience not required,Education not specified,Role 00188,2,5,10,Chengdu
Company 00311,15.5,5+ years,Bachelor degree,Role 00075,2,11,20,Chengdu
Company 00521,14.5,5+ years,Bachelor degree,Role 00195,4,12,17,Chengdu
Company 00258,22.5,3-5 years,Bachelor degree,Role 00196,2,15,30,Chengdu
Company 00372,8.5,1-3 years,Bachelor degree,Role 00197,1,7,10,Chengdu
Company 00522,8.0,1-3 years,Associate degree,Role 00198,2,6,10,Chengdu
Company 00523,17.5,5+ years,Bachelor degree,Role 00168,5,15,20,Chengdu
Company 00524,17.0,3-5 years,Bachelor degree,Role 00075,4,14,20,Chengdu
Company 00525,10.5,3-5 years,Bachelor degree,Role 00075,3,8,13,Chengdu
Company 00526,12.5,1-3 years,Bachelor degree,Role 00075,6,10,15,Chengdu
Company 00284,22.5,3-5 years,Bachelor degree,Role 00168,1,15,30,Chengdu
Company 00527,11.5,3-5 years,Bachelor degree,Role 00075,1,8,15,Chengdu
Company 00528,12.5,1-3 years,Bachelor degree,Role 00075,2,10,15,Chengdu
Company 00182,12.5,3-5 years,Bachelor degree,Role 00075,3,10,15,Chengdu
Company 00529,10.5,1-3 years,Associate degree,Role 00075,3,9,12,Chengdu
Company 00530,12.5,3-5 years,Bachelor degree,Role 00199,2,10,15,Chengdu
Company 00531,15.0,5+ years,Bachelor degree,Role 00168,6,12,18,Chengdu
Company 00287,7.5,Experience not required,Associate degree,Role 00075,6,5,10,Chengdu
Company 00532,12.5,3-5 years,Associate degree,Role 00204,4,10,15,Chengdu
Company 00302,22.5,5+ years,Bachelor degree,Role 00168,3,15,30,Chengdu
Company 00533,12.5,3-5 years,Bachelor degree,Role 00075,5,10,15,Chengdu
Company 00020,17.5,1-3 years,Bachelor degree,Role 00200,2,15,20,Chengdu
Company 00534,3.5,Fresh graduate,Bachelor degree,Role 00201,3,3,4,Chengdu
Company 00508,10.5,1-3 years,Bachelor degree,Role 01526,1,8,13,Chengdu
Company 00530,15.0,3-5 years,Bachelor degree,Role 00075,5,10,20,Chengdu
Company 00008,11.5,3-5 years,Bachelor degree,Role 00075,5,9,14,Chengdu
Company 00484,22.5,5+ years,Bachelor degree,Role 01527,3,15,30,Chengdu
Company 00535,6.0,Experience not required,Associate degree,Role 00188,2,4,8,Chengdu
Company 00536,3.5,Experience not required,Associate degree,Role 00075,1,2,5,Chengdu
Company 00537,10.5,1-3 years,Bachelor degree,Role 00075,4,8,13,Chengdu
Company 00538,11.5,3-5 years,Bachelor degree,Role 00204,6,8,15,Chengdu
Company 00535,12.5,Less than 1 year,Associate degree,Role 00188,3,10,15,Chengdu
Company 00032,16.0,3-5 years,Bachelor degree,Role 00205,1,12,20,Chengdu
Company 00539,5.5,3-5 years,Education not specified,Role 00075,5,3,8,Chengdu
Company 00540,12.5,5+ years,Bachelor degree,Role 00075,4,10,15,Chengdu
Company 00251,10.0,5+ years,Bachelor degree,Role 00206,5,8,12,Chengdu
Company 00541,12.5,3-5 years,Bachelor degree,Role 00075,6,10,15,Chengdu
Company 00542,12.5,1-3 years,Bachelor degree,Role 00075,2,10,15,Chengdu
Company 00543,11.5,3-5 years,Associate degree,Role 01528,4,9,14,Chengdu
Company 00544,10.0,3-5 years,Bachelor degree,Role 00075,6,8,12,Chengdu
Company 00545,22.5,5+ years,Bachelor degree,Role 00075,2,15,30,Chengdu
BBD,8.5,3-5 years,Bachelor degree,Role 00094,3,7,10,Chengdu
Company 00302,16.0,3-5 years,Bachelor degree,Role 00075,3,12,20,Chengdu
Company 00546,15.5,3-5 years,Bachelor degree,Role 00075,5,13,18,Chengdu
Company 00547,16.0,3-5 years,Bachelor degree,Role 00075,4,12,20,Chengdu
Company 00548,12.5,1-3 years,Bachelor degree,Role 01529,3,10,15,Chengdu
Company 00549,16.0,5+ years,Bachelor degree,Role 00075,1,14,18,Chengdu
Company 00550,4.0,1-3 years,Bachelor degree,Role 00075,1,3,5,Chengdu
Company 00551,8.0,1-3 years,Associate degree,Role 00075,2,6,10,Chengdu
Company 00552,11.5,3-5 years,Bachelor degree,Role 00075,6,8,15,Chengdu
Company 00553,5.5,1-3 years,Associate degree,Role 00073,6,4,7,Chengdu
Company 00554,17.5,5+ years,Bachelor degree,Role 00168,5,15,20,Chengdu
Company 00555,12.5,Experience not required,Education not specified,Role 00075,1,10,15,Chengdu
Company 00556,21.5,5+ years,Bachelor degree,Role 00168,5,18,25,Chengdu
Company 00557,8.0,3-5 years,Associate degree,Role 00073,5,6,10,Chengdu
Company 00518,10.5,1-3 years,Associate degree,Role 00188,2,10,11,Chengdu
Company 00547,18.0,3-5 years,Bachelor degree,Role 00209,5,12,24,Chengdu
Company 00558,4.5,1-3 years,Bachelor degree,Role 00210,2,3,6,Chengdu
Company 00559,9.5,1-3 years,Bachelor degree,Role 00211,2,7,12,Chengdu
Company 00154,12.5,3-5 years,Bachelor degree,Role 00075,3,10,15,Chengdu
Company 00560,7.0,1-3 years,Associate degree,Role 00075,4,6,8,Chengdu
Company 00561,17.5,3-5 years,Bachelor degree,Role 00168,5,15,20,Chengdu
Company 00489,21.5,5+ years,Bachelor degree,Role 00212,3,18,25,Chengdu
Company 00562,12.5,1-3 years,Bachelor degree,Role 00170,1,10,15,Chengdu
Company 00563,20.0,5+ years,Associate degree,Role 00075,3,15,25,Chengdu
Company 00564,22.5,5+ years,Bachelor degree,Role 00168,1,15,30,Chengdu
Company 00501,12.5,5+ years,Bachelor degree,Role 00075,4,10,15,Chengdu
Company 00565,19.0,3-5 years,Bachelor degree,Role 00075,1,13,25,Chengdu
Company 00566,10.0,3-5 years,Bachelor degree,Role 00213,3,8,12,Chengdu
Company 00567,10.0,Experience not required,Bachelor degree,Role 00214,5,8,12,Chengdu
Company 00568,20.0,3-5 years,Bachelor degree,Role 00215,5,15,25,Chengdu
Company 00154,22.5,5+ years,Associate degree,Role 00168,3,15,30,Chengdu
Company 00075,22.5,5+ years,Bachelor degree,Role 01530,5,15,30,Chengdu
Company 00123,15.5,5+ years,Bachelor degree,Role 00075,1,11,20,Chengdu
Company 00569,17.5,Experience not required,Education not specified,Role 00075,3,15,20,Chengdu
Company 00570,10.5,1-3 years,Bachelor degree,Role 00075,4,8,13,Chengdu
Company 00011,8.0,Less than 1 year,Associate degree,Role 00075,3,6,10,Chengdu
Company 00154,6.0,1-3 years,Bachelor degree,Role 00217,3,4,8,Chengdu
Company 00571,6.5,Experience not required,Education not specified,Role 00188,1,4,9,Chengdu
Company 00287,6.0,Fresh graduate,Associate degree,Role 00188,5,5,7,Chengdu
Company 00572,20.0,3-5 years,Education not specified,Role 01531,1,15,25,Chengdu
Company 00573,10.0,1-3 years,Associate degree,Role 00075,5,8,12,Chengdu
Company 00574,21.5,5+ years,Bachelor degree,Role 00168,5,18,25,Chengdu
Company 00575,10.5,1-3 years,Bachelor degree,Role 00075,6,7,14,Chengdu
Company 00576,22.5,5+ years,Bachelor degree,Role 00168,1,15,30,Chengdu
Company 00123,8.5,1-3 years,Bachelor degree,Role 00075,2,7,10,Chengdu
Company 00298,14.0,3-5 years,Bachelor degree,Role 00075,6,11,17,Chengdu
BBD,16.0,5+ years,Bachelor degree,Role 01532,4,12,20,Chengdu
Company 00509,9.5,Experience not required,Associate degree,Role 00188,5,7,12,Chengdu
Company 00173,12.5,1-3 years,Bachelor degree,Role 00220,1,10,15,Chengdu
Company 00577,22.5,3-5 years,Bachelor degree,Role 00075,2,15,30,Chengdu
Company 00578,12.0,1-3 years,Bachelor degree,Role 00075,6,8,16,Chengdu
Company 00579,8.0,3-5 years,Education not specified,Role 00075,3,6,10,Chengdu
Company 00126,20.0,5+ years,Bachelor degree,Role 00075,1,15,25,Chengdu
Company 00580,11.5,3-5 years,Bachelor degree,Role 00075,2,8,15,Chengdu
Company 00581,6.0,Experience not required,Education not specified,Role 00075,4,4,8,Chengdu
Company 00582,15.5,3-5 years,Associate degree,Role 01533,5,11,20,Chengdu
Company 00258,10.5,3-5 years,Bachelor degree,Role 00075,2,8,13,Chengdu
Company 00508,10.5,3-5 years,Bachelor degree,Role 00173,5,8,13,Chengdu
Company 00154,14.5,3-5 years,Bachelor degree,Role 01534,5,11,18,Chengdu
Company 00122,12.5,Experience not required,Associate degree,Role 00188,2,10,15,Chengdu
Company 00583,4.0,Less than 1 year,Associate degree,Role 00075,4,3,5,Chengdu
Company 00128,11.5,3-5 years,Associate degree,Role 00168,4,9,14,Chengdu
Company 00258,22.5,5+ years,Bachelor degree,Role 00223,4,15,30,Chengdu
Company 00499,22.5,3-5 years,Bachelor degree,Role 00168,5,15,30,Chengdu
Company 00584,15.0,3-5 years,Bachelor degree,Role 00075,5,12,18,Chengdu
Company 00585,8.5,3-5 years,Associate degree,Role 00075,2,6,11,Chengdu
Company 00586,8.5,3-5 years,Bachelor degree,Role 00075,6,7,10,Chengdu
Company 00452,8.5,1-3 years,Bachelor degree,Role 00131,6,6,11,Chengdu
Company 00587,7.0,Less than 1 year,Bachelor degree,Role 00075,4,5,9,Chengdu
Company 00588,10.0,1-3 years,Bachelor degree,Role 00075,4,8,12,Chengdu
Company 00019,17.5,1-3 years,Bachelor degree,Role 00224,1,15,20,Chengdu
Company 00589,19.0,5+ years,Bachelor degree,Role 01535,3,13,25,Chengdu
Company 00590,6.0,1-3 years,Associate degree,Role 00075,6,4,8,Chengdu
Company 00456,7.5,Fresh graduate,Associate degree,Role 00188,1,5,10,Chengdu
Company 00591,7.5,Experience not required,Bachelor degree,Role 00075,2,5,10,Chengdu
OPPO,30.0,3-5 years,Bachelor degree,Role 00226,4,20,40,Chengdu
Company 00088,20.0,3-5 years,Bachelor degree,Role 00094,3,15,25,Chengdu
Company 00592,7.5,Fresh graduate,Bachelor degree,Role 00227,3,5,10,Chengdu
Company 00593,10.0,3-5 years,Bachelor degree,Role 00075,5,8,12,Chengdu
Company 00594,12.5,3-5 years,Bachelor degree,Role 00168,3,10,15,Chengdu
Company 00161,12.5,3-5 years,Bachelor degree,Role 00075,2,10,15,Chengdu
Company 00155,9.0,3-5 years,Bachelor degree,Role 00075,1,8,10,Chengdu
Company 00167,12.0,1-3 years,Associate degree,Role 00228,1,8,16,Chengdu
Company 00595,7.5,1-3 years,Bachelor degree,Role 00229,1,5,10,Chengdu
Company 00596,10.0,1-3 years,Associate degree,Role 00075,1,8,12,Chengdu
Company 00452,30.0,5+ years,Bachelor degree,Role 00168,3,20,40,Chengdu
Company 00597,10.0,1-3 years,Bachelor degree,Role 00075,1,8,12,Chengdu
Company 00259,15.5,3-5 years,Bachelor degree,Role 00075,3,11,20,Chengdu
Company 00452,20.0,3-5 years,Bachelor degree,Role 00168,2,15,25,Chengdu
Company 00598,10.5,3-5 years,Bachelor degree,Role 00073,6,10,11,Chengdu
Company 00599,15.0,Experience not required,Associate degree,Role 00188,4,10,20,Chengdu
Company 00236,22.5,5+ years,Bachelor degree,Role 00230,1,15,30,Chengdu
Company 00600,18.0,3-5 years,Bachelor degree,Role 00075,4,12,24,Chengdu
Company 00302,22.5,3-5 years,Bachelor degree,Role 00075,1,15,30,Chengdu
Company 00601,15.0,Less than 1 year,Education not specified,Role 00188,6,10,20,Chengdu
BBD,10.5,1-3 years,Bachelor degree,Role 01536,4,8,13,Chengdu
Company 00602,10.0,3-5 years,Education not specified,Role 00075,1,8,12,Chengdu
Company 00569,18.0,Experience not required,Education not specified,Role 00224,3,12,24,Chengdu
Company 00603,20.0,3-5 years,Bachelor degree,Role 00075,4,15,25,Chengdu
Company 00604,16.0,3-5 years,Bachelor degree,Role 00168,5,12,20,Chengdu
Company 00294,22.5,3-5 years,Bachelor degree,Role 01537,1,15,30,Chengdu
Company 00605,10.5,3-5 years,Associate degree,Role 00233,3,8,13,Chengdu
Company 00606,9.0,Less than 1 year,Bachelor degree,Role 00188,1,6,12,Chengdu
Company 00607,18.5,3-5 years,Associate degree,Role 00234,3,15,22,Chengdu
Company 00608,10.0,3-5 years,Bachelor degree,Role 00235,5,8,12,Chengdu
Company 00609,6.5,1-3 years,Associate degree,Role 00236,2,5,8,Chengdu
Company 00610,6.0,Experience not required,Associate degree,Role 00188,2,4,8,Chengdu
Company 00611,10.0,Experience not required,Associate degree,Role 00188,4,8,12,Chengdu
Company 00612,9.0,1-3 years,Bachelor degree,Role 00237,2,8,10,Chengdu
Company 00122,6.5,Experience not required,Associate degree,Role 00188,2,4,9,Chengdu
Company 00270,10.0,3-5 years,Associate degree,Role 01526,3,8,12,Chengdu
Company 00194,14.0,5+ years,Bachelor degree,Role 00168,6,10,18,Chengdu
Company 00520,7.5,Less than 1 year,Associate degree,Role 00188,5,5,10,Chengdu
Company 00613,7.5,1-3 years,Bachelor degree,Role 00236,1,5,10,Chengdu
Company 00577,22.5,3-5 years,Bachelor degree,Role 01538,2,15,30,Chengdu
Company 00217,7.0,3-5 years,Associate degree,Role 00075,5,6,8,Chengdu
Company 00614,12.5,3-5 years,Bachelor degree,Role 00075,5,10,15,Chengdu
Company 00582,15.5,3-5 years,Associate degree,Role 00239,2,11,20,Chengdu
Company 00243,9.5,1-3 years,Bachelor degree,Role 00240,5,8,11,Chengdu
Company 00615,22.5,3-5 years,Bachelor degree,python,5,15,30,Nanjing
Company 00117,12.5,1-3 years,Bachelor degree,python,1,10,15,Nanjing
Company 00616,14.5,1-3 years,Bachelor degree,python,2,11,18,Nanjing
Company 00005,12.5,1-3 years,Bachelor degree,python,6,10,15,Nanjing
Company 00617,11.5,Experience not required,Bachelor degree,python,6,8,15,Nanjing
Company 00117,11.5,1-3 years,Bachelor degree,pythonDeveloper,4,9,14,Nanjing
Company 00618,6.0,Experience not required,Bachelor degree,python,2,4,8,Nanjing
Company 00619,11.5,Experience not required,Bachelor degree,python,6,9,14,Nanjing
newlixon,12.5,3-5 years,Bachelor degree,pythonEngineer,5,10,15,Nanjing
Company 00616,15.5,Less than 1 year,Bachelor degree,python,1,11,20,Nanjing
Company 00616,12.5,1-3 years,Bachelor degree,pythonCrawler Engineer,3,10,15,Nanjing
Company 00620,12.5,5+ years,Associate degree,python,3,10,15,Nanjing
Company 00010,8.5,Experience not required,Bachelor degree,pythonTeacher,4,6,11,Nanjing
Company 00621,30.0,3-5 years,Postgraduate,python,2,20,40,Nanjing
Company 00616,16.0,1-3 years,Bachelor degree,python,5,12,20,Nanjing
Company 00622,10.5,3-5 years,Associate degree,python,4,10,11,Nanjing
Company 00623,11.0,Experience not required,Bachelor degree,pythonInstructor,2,10,12,Nanjing
newlixon,23.5,5+ years,Bachelor degree,Senior pythonEngineer,3,20,27,Nanjing
Company 00624,9.5,3-5 years,Bachelor degree,Python Developer,3,8,11,Nanjing
Webeye,23.0,3-5 years,Bachelor degree,pythonBackend Developer Engineer,3,16,30,Nanjing
Company 00625,17.5,3-5 years,Bachelor degree,python,5,15,20,Nanjing
Webeye,12.5,1-3 years,Bachelor degree,pythonDeveloper,4,10,15,Nanjing
Company 00626,12.5,3-5 years,Associate degree,pythonCrawler Engineer,4,10,15,Nanjing
Company 00627,17.5,Experience not required,Bachelor degree,pythonEngineer,4,15,20,Nanjing
Company 00628,6.5,3-5 years,Bachelor degree,pythonProgrammer,3,5,8,Nanjing
Company 00629,22.5,Experience not required,Bachelor degree,pythonSenior Engineer,1,15,30,Nanjing
Company 00630,12.5,1-3 years,Bachelor degree,pythonEngineer,4,10,15,Nanjing
Company 00631,10.0,1-3 years,Bachelor degree,pythonDeveloper Engineer,2,8,12,Nanjing
Company 00632,10.5,1-3 years,Bachelor degree,pythonBackend Developer Engineer,3,8,13,Nanjing
Company 00633,7.5,Experience not required,Associate degree,pythonCrawler Engineer,1,5,10,Nanjing
Company 00634,11.5,1-3 years,Bachelor degree,pythonDeveloper Test Engineer,5,9,14,Nanjing
Company 00630,12.5,1-3 years,Bachelor degree,python (Crawler Engineer),2,10,15,Nanjing
Webeye,18.0,3-5 years,Bachelor degree,pythonDeveloper,1,12,24,Nanjing
Company 00635,12.5,3-5 years,Bachelor degree,pythonDeveloper,4,10,15,Nanjing
Company 00636,30.0,3-5 years,Postgraduate,Python Developer,2,20,40,Nanjing
Company 00637,7.5,Experience not required,Bachelor degree,pythonDeveloper Engineer,4,7,8,Nanjing
Company 00638,12.5,1-3 years,Associate degree,pythonDeveloper Engineer,4,10,15,Nanjing
Company 00639,10.5,1-3 years,Bachelor degree,pythonDeveloper Engineer,4,8,13,Nanjing
Company 00640,15.5,3-5 years,Bachelor degree,pythonCrawler Developer,2,11,20,Nanjing
Company 00641,20.0,3-5 years,Bachelor degree,Senior pythonEngineer,1,15,25,Nanjing
